stu_id	sch_id	byses	bygrads	par_inv	f1locus2	f1s64a	f1s64b	f1s64c	f1s64d	f1s64e	f1s64f	f1s64g	f1s64h	f1s64i	f1s64j	f1s64k	f1s64l	optimism	Opt_Res	Loc_Res
7205788	72057	-.168	2.2	-.85644442443353	-.67	4	4	4	4	4	4	4	3	3	4	3	3	3.72727272727273	-.138174773596231	-.489019249007131
7206079	72060	-1.127	2.8	-.672911624141616	.27	3	3	4	4	4	4	4	3	4	3	3	4	3.54545454545455	-.414275006168171	.410411605813058
7206098	72060	-.428	2	.489969892205275	.1	5	5	5	5	5	5	5	5	5	5	5	5	5	.958148807104874	.178910456958438
7206524	72065	1.127	3.8	.642803506282154	.29	5	5	3	4	3	2	4	4	2	2	2	2	3.27272727272727	-1.13912098396933	-.0224369372479646
7207589	72075	-.267	2.5	-.867786968776608	.29	5	3	4	5	5	5	5	4	3	4	4	3	4.27272727272727	.363809115915832	.435221268997423
7208038	72080	-.957	2	-.766965710314823	-.36	5	4	4	3	5	4	3	5	4	5	3	3	4.09090909090909	.270416673264888	-.103738675628028
7208088	72080	.85	1.9	-1.03277581171104	-.14	4	3	3	4	3	4	3	4	4	4	3	3	3.54545454545455	-.277580806218791	.0325359524388152
7208091	72080	.612	3.5	.883633636531458	.48	5	5	5	5	5	5	4	4	5	5	4	4	4.72727272727273	.342766834920084	.221271079540976
7208407	72084	.568	4	.753540250470827	.07	5	5	5	5	5	4	4	5	5	4	4	5	4.63636363636364	.193253139252099	-.244524030095373
7209249	72092	.093	3.3	-.129797851882844	.32	5	5	5	5	5	5	5	5	5	5	5	5	5	.829589461504047	.240170120635105
7209257	72092	-.64	3	-.500247038610962	-.37	5	3	4	5	5	5	5	5	4	3	5	5	4.45454545454545	.417787550324447	-.312652791299046
7211594	72115	-.925	3	.0940184618518438	-1.06	5	5	4	3	4	3	3	4	3	5	4	5	3.90909090909091	-.214033865807579	-1.04860225167324
7211612	72116	1.302	3.3	1.02793277268598	.28	5	5	5	5	5	5	5	5	5	5	5	5	5	.601033195547171	-.0143029175119365
7211689	72116	.903	3.3	1.49348589489269	.32	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.448469643063621	.00214622163787404
7212928	72129	-1.578	2.3	-.772471403236786	-1.01	5	2	4	3	5	3	4	5	3	4	4	5	3.81818181818182	-.0288839941037521	-.753175856631699
7212999	72129	-1.042	1.5	-.961509896450664	.07	5	3	4	4	4	3	4	4	4	5	4	3	4	.295023337471661	.427321776918605
7213255	72132	-.084	3	-.678582896313154	-.33	5	3	4	4	3	5	5	3	4	4	2	4	3.81818181818182	-.208737964772995	-.292185967941488
7213362	72133	-.984	2	-.877702454503495	-.14	5	4	4	4	4	4	4	3	3	2	4	4	3.72727272727273	-.0743879342027901	.130497452461061
7214838	72148	.461	1	.200510992485167	.32	5	5	5	5	5	5	4	4	5	5	5	5	4.81818181818182	.955054393656488	.514937522623339
7215376	72153	-1.333	3	-1.4719679549663	.32	5	1	5	5	5	5	5	5	5	5	5	5	4.63636363636364	.780443364480303	.534572484331485
7216412	72164	.656	3	-.694910753184722	-.39	5	5	4	2	5	3	3	3	3	4	4	3	3.72727272727273	-.322298590152261	-.402781097834212
7217020	72170	.18	2.3	.784073857436287	-.14	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.75020636105202	-.18091682298523
7217093	72170	-.007	4	.0680122840442969	.3	5	5	4	5	5	5	5	4	5	5	5	5	4.81818181818182	.505591235992106	.102493469866197
7217566	72175	.63	3.5	.163044633981553	.79	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.640507280202196	.610189868783666
7220619	72206	.55	2	.417446718258748	-.21	4	4	4	4	4	4	4	4	4	4	4	4	4	-.0635490286200503	-.192287658473125
7221248	72212	-.763	2.8	-.673077203391191	.03	4	2	4	4	3	3	2	2	5	5	3	3	3.36363636363636	-.608507419120311	.144648876129524
7221320	72213	1.171	3	-.0190611076941716	.33	5	5	4	5	4	5	5	4	5	5	3	3	4.54545454545455	.368979258389723	.205528134800873
7221353	72213	1.378	4	1.07479423652301	.11	5	5	5	5	4	4	5	5	5	5	4	4	4.72727272727273	.204522666419061	-.297646244895259
7221842	72218	-.501	2.3	-1.28080735497475	-.79	5	3	4	5	5	5	5	2	5	5	3	4	4.27272727272727	.471061899186475	-.55288468036276
7223741	72237	-.469	3.8	.709541992384614	1.43	5	5	4	5	5	3	4	5	4	4	4	4	4.36363636363636	-.00445615365993365	1.22317625548006
7224321	72243	.341	3	-.326629724045935	.07	5	5	5	5	5	5	5	5	5	5	5	5	5	.901634578000398	.0385438645818876
7224324	72243	-.531	4	-.782670104566239	.99	5	5	5	5	5	5	5	5	5	5	5	5	5	.842895874018365	.924278657208929
7227591	72275	.48	3.5	-.188742959036091	.3	5	5	5	5	5	4	4	5	4	4	5	5	4.63636363636364	.429799753852825	.169964086757813
7229244	72292	-.441	2.5	-.349535531311758	.51	5	5	4	3	5	4	3	3	4	5	4	3	4.09090909090909	.104123636831764	.609869506886633
7232666	72326	.379	3	-.290590424158511	.07	5	2	4	3	5	4	4	4	3	4	2	3	3.63636363636364	-.469129039207268	.0318416448797248
7232819	72328	-.733	3.3	-.218180665884512	.07	5	5	5	5	5	5	5	5	5	5	5	5	5	.872114720833623	.0585095563920965
7233638	72336	.653	3.5	.651858364597982	.32	5	5	5	5	5	5	5	5	5	5	5	5	5	.651576712338752	.084161213027278
7238404	72384	-1.665	2.1	-1.28843515467439	-.41	3	2	4	4	3	4	4	3	2	3	4	4	3.27272727272727	-.455461462692712	-.0602369554068062
7238488	72384	.808	3.3	-.221564252028801	.07	5	5	5	5	4	5	5	3	4	4	5	5	4.54545454545455	.365447259055234	-.0502588399106038
7238492	72384	1.206	3	.723006643505366	1.19	4	4	4	4	4	4	4	4	4	4	2	3	3.81818181818182	-.479500855250348	.980465145786138
7238559	72385	-.438	2.3	-.33733847232301	-1.07	5	5	5	5	5	5	5	5	5	5	5	5	5	1.04359857939097	-.942344580371114
7238573	72385	-.105	2.3	-.921226383007891	-1.04	3	2	5	3	2	4	3	8	4	3	2	3	3.1	-.773353441512255	-.870949745326668
7239122	72391	.235	2.8	-1.12001478269908	-.14	5	4	5	4	5	4	3	5	4	5	3	3	4.27272727272727	.338754367239339	-.0462975545473978
7239147	72391	.461	3.5	-1.06106967554583	.74	5	5	4	4	4	5	5	4	5	5	3	3	4.45454545454545	.389708272097675	.708390237519125
7241038	72410	.614	2.8	.393793699254394	-1.07	3	1	3	2	4	2	5	1	4	5	3	3	3	-1.19174773660045	-1.17161146332063
7241091	72410	1.313	3.3	.686801764368366	.95	5	5	5	5	5	5	5	5	5	5	5	3	5	.655826748287513	.692882135047935
7241143	72411	.072	2.8	.404615863203998	.07	5	4	4	4	4	4	4	4	3	4	4	3	4	-.174973154552427	.0055725739440222
7244051	72440	-.488	3.5	-1.21957456179425	.07	5	3	4	4	4	3	4	2	3	4	3	4	3.54545454545455	-.461312896455334	.123245258183411
7245520	72455	.581	2.5	-1.21957456179425	-1.04	4	3	4	4	4	4	4	4	4	4	4	3	3.90909090909091	.0280822583549517	-.915690212289211
7245531	72455	.838	3.8	.453765013068276	.3	5	5	5	5	5	4	5	4	4	4	3	4	4.45454545454545	.0831471210225214	.0290700865905817
7245555	72455	.219	3	.493353478349564	.27	5	5	4	4	5	5	5	4	4	5	4	4	4.54545454545455	.318646876569359	.155929631857643
7245585	72455	.243	2.8	-1.04474181867427	.43	5	4	4	4	4	5	5	5	5	5	5	5	4.63636363636364	.689943758821442	.514758768284135
7245597	72455	.504	2.8	-.512450210365099	.07	5	4	3	3	3	3	4	3	3	4	3	3	3.45454545454545	-.586880061125055	.0770345896085447
7247159	72471	-.303	4	-.0914708659681702	.32	5	5	4	4	4	5	5	4	5	5	5	4	4.63636363636364	.359682380554343	.161207098455689
7247166	72471	-.786	2.5	-.0914708659681702	-.97	5	5	5	4	5	5	4	3	4	3	5	5	4.36363636363636	.346906938266305	-.874414833197512
7248639	72486	-.044	2.5	.233166706228302	-.19	5	3	4	3	3	3	3	3	3	3	3	4	3.27272727272727	-.82186478326567	-.183097344090621
7248649	72486	.178	2.5	.39167159247672	-1.04	5	3	3	3	3	3	3	3	3	5	3	5	3.36363636363636	-.76417759251386	-1.06646087841965
7248689	72486	.48	3.8	.229783120084013	1.2	5	5	5	5	5	5	4	5	5	5	5	4	4.90909090909091	.586152054051648	.979353016396946
7251633	72516	1.065	4	1.09982215056651	.07	5	5	5	5	5	4	4	4	5	5	5	5	4.72727272727273	.211172920334023	-.318262616438929
7251653	72516	.009	3.5	.117279070261565	.72	5	5	5	4	5	4	5	3	4	4	5	5	4.45454545454545	.214588184580887	.589266862728608
7251682	72516	-.294	3	-.0554315660807459	.3	5	5	4	4	5	5	5	5	5	5	4	3	4.72727272727273	.606751109118213	.283337842938558
7252836	72528	-.514	3.5	.359876506144644	.02	5	5	4	3	5	5	4	3	3	5	3	4	4.09090909090909	-.170406917548694	-.100688874731163
7252876	72528	-.376	3.3	.0748273992294599	-.19	5	5	5	5	5	4	4	4	4	3	4	5	4.36363636363636	.176162505651392	-.259384404722066
7255722	72557	-.41	2.5	.135894613160381	-.6	5	1	5	5	5	5	5	2	4	5	3	3	4.09090909090909	.0245577607898288	-.556349211538409
7255796	72557	.581	2.3	.229783120084013	.51	5	3	3	4	4	4	4	4	4	4	4	4	3.90909090909091	-.173856416447607	.502367910026013
7258013	72580	-.475	2.5	-1.19328516838414	-.44	5	5	4	5	4	4	4	3	4	4	4	4	4.18181818181818	.332650469798943	-.243822248702578
7258020	72580	1.154	3.8	.686801764368366	.77	5	5	4	5	5	4	4	5	5	5	5	4	4.72727272727273	.307386016613001	.450754198868992
7261266	72612	-.49	3.5	1.04426062955755	-.14	5	5	5	5	5	4	4	3	3	5	4	4	4.36363636363636	-.00918216415874414	-.338553205428108
7261290	72612	-.224	3.5	1.04213852277988	1.18	5	5	4	4	4	4	4	4	4	4	4	4	4.18181818181818	-.19974865453948	.962842885710854
7261713	72617	.026	3.5	.914167243496918	.56	5	4	5	5	4	4	3	4	5	3	4	4	4.18181818181818	-.187597109385042	.33937785217303
7263388	72633	-.126	3.5	.738587288638403	-1.51	5	5	4	4	4	5	4	5	3	5	5	5	4.45454545454545	.118721032400992	-1.70031625973042
7265112	72651	.35	3	-.2939740103028	-.14	5	5	5	4	5	4	4	4	5	5	5	3	4.63636363636364	.532409351630736	-.175727805692087
7266830	72668	.515	3	.493353478349564	-.14	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	-.146015442835331	-.275035264917098
7266872	72668	.503	4	.883633636531458	.07	5	5	5	5	5	5	5	5	5	5	5	5	5	.538071718825246	-.254398224336403
7266897	72668	-.291	2.8	.168715906153092	-.62	5	3	3	3	3	4	4	3	3	4	4	4	3.54545454545455	-.578960785047426	-.632464009186003
7269811	72698	.154	3	-.999836882365338	.3	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	.107809701519118	.356709179899181
7271571	72715	.365	3.3	.233166706228302	.34	4	3	3	3	3	4	3	3	3	5	3	3	3.36363636363636	-.874771308251946	.200511091400222
7273075	72730	.35	3.8	.809101771479784	.73	5	5	5	5	5	5	4	5	5	5	5	5	4.90909090909091	.496904784527747	.454088737124302
7274609	72746	1.422	4	.445971634119063	.06	5	5	4	4	5	5	5	4	5	5	5	5	4.72727272727273	.304715337040767	-.280781564397681
7275658	72756	1.174	3.8	.420943720075566	.3	5	5	4	4	4	3	4	3	4	3	3	4	3.81818181818182	-.559392490389324	.00892474690642768
7276195	72761	1.052	3.3	.229783120084013	.49	5	4	3	3	4	3	3	4	4	4	3	3	3.63636363636364	-.624977520494817	.302229255386808
7277659	72776	-.374	2	-.0554315660807459	-.19	4	4	4	4	4	4	4	4	4	4	4	4	4	.0445083815439351	-.0542169978240065
7279280	72792	-.149	2	-1.21516476898933	-.18	5	1	4	3	4	3	2	4	4	5	3	3	3.45454545454545	-.321078139166677	.0689124798175617
7279996	72799	-.178	2	-.733403318348971	-.37	5	5	5	5	5	5	8	2	3	5	5	5	4.5	.647454566734866	-.17264831183621
7280329	72803	-.078	3.3	.679008385419154	.07	5	4	4	4	4	4	3	2	3	4	4	3	3.72727272727273	-.568097708711666	-.0877296976681202
7280346	72803	-.514	3.8	-.91145406836367	.28	5	5	4	4	5	4	4	3	4	8	4	4	4.2	.0956016064226613	.256762634235505
7280829	72808	.535	3.3	-.097142138139709	.07	5	5	4	4	4	4	4	4	4	4	4	4	4.18181818181818	-.00898055212744913	-.0447697939073244
7281061	72810	-.02	3	-.254219965771937	.07	5	4	4	3	4	4	5	4	3	5	3	4	4	-.0977374387460353	.0560541245397327
7282879	72828	-.906	2.3	-2.25591185747438	.07	5	1	5	5	5	5	5	3	5	5	2	4	4.18181818181818	.551694216046382	.444318873487876
7283301	72833	-.165	3.8	.809101771479784	-.39	5	5	5	5	5	5	5	3	4	5	4	4	4.63636363636364	.241779489511642	-.629435175581808
7283389	72833	-.504	3.8	.612269899316693	-.37	5	5	4	3	5	3	3	4	4	5	4	5	4.09090909090909	-.260255816285169	-.563519466131369
7283417	72834	.725	2.5	-1.39011704054723	-.37	4	2	3	2	2	3	3	2	4	3	3	3	2.81818181818182	-1.0401675157282	-.236909837009997
7285084	72850	-.192	2.8	.883633636531458	.72	5	5	5	5	5	5	4	5	5	4	5	5	4.81818181818182	.574762516546154	.620961551775783
7285096	72850	-.802	3	.24112566442709	-1.07	5	3	4	4	4	4	4	4	3	5	4	4	4	-.151119700003524	-1.08368544031684
7286534	72865	.822	3.8	.484298620033737	.51	5	5	5	3	5	4	5	4	5	5	4	3	4.54545454545455	.169665012507508	.236805267460466
7286573	72865	-.378	3	-.137756810081632	1.18	5	4	4	4	4	4	4	3	4	4	4	5	4	-.104336540540783	1.17844924070489
7286591	72865	1.11	3.8	.650596885231367	-.14	5	5	4	3	3	3	3	3	3	4	3	3	3.54545454545455	-.867073061693796	-.452100190143953
7288216	72882	-.045	3	1.04213852277988	-.12	5	4	3	3	5	4	3	3	3	4	3	3	3.63636363636364	-.670173312996734	-.276445725189578
7290614	72906	1.099	3	.240605284033617	.07	5	5	4	4	4	3	4	4	4	3	4	4	4	-.21600905516681	-.0782703275601322
7290624	72906	.588	3.3	.359876506144644	.07	5	5	3	4	3	4	4	4	3	4	3	3	3.81818181818182	-.448339862338384	-.0993848246207036
7290692	72906	1.152	4	1.49348589489269	.3	5	5	4	4	4	4	3	4	4	4	4	4	4.09090909090909	-.491829644224113	-.138235069144294
7291484	72914	-1.073	2.3	-1.14842628288687	.08	3	3	2	3	3	3	3	3	3	3	2	3	2.81818181818182	-.985342767217864	.34289599940263
7291724	72917	-.261	3.8	-.097142138139709	.3	5	4	4	4	4	5	5	4	4	5	4	4	4.36363636363636	.118895937349345	.168219294391807
7295661	72956	.317	2.5	.975400036677415	1.43	5	5	5	5	5	5	5	5	5	5	5	5	5	.773031556500458	1.32873152233976
7295672	72956	.213	2.3	.359876506144644	-.41	5	4	4	4	3	4	4	2	4	5	4	5	3.90909090909091	-.182318085469107	-.406045595962496
7295762	72957	-.161	3.5	-.122004472933631	.51	5	2	3	2	3	4	4	4	4	4	5	5	3.63636363636364	-.559085067356898	.417937156445715
7299162	72991	-1.01	2.8	.562379650479274	-1.1	5	5	4	4	3	3	3	3	4	3	5	3	3.81818181818182	-.345324490931737	-1.10534961459258
7299177	72991	.461	1.6	-.672911624141616	-.63	5	4	4	2	3	3	4	2	3	3	3	4	3.27272727272727	-.546523037442947	-.425927467185342
7706946	77069	.513	4	.942578743684705	.95	5	5	5	5	5	5	4	5	4	5	4	3	4.72727272727273	.255469744526628	.61833355583132
7709876	77098	.105	3	-1.8734250782417	.07	5	5	5	5	5	5	5	5	5	5	5	5	5	1.1598566817368	.22740054014801
7710903	77109	-.758	2.8	-.0880872798238811	.07	5	5	5	4	3	5	3	3	4	3	4	3	4	-.0669223511801619	.119191753452287
7717802	77178	-.122	1	-1.81447997108845	.76	5	1	4	4	4	4	4	4	4	4	4	4	3.81818181818182	.300855549751476	1.2204763450462
7720457	77204	.438	1.5	.24112566442709	-.16	4	3	3	4	4	4	4	4	4	4	4	4	3.81818181818182	-.131875774870513	-.041342902858142
7720464	77204	.912	2.8	.493353478349564	1.43	5	5	5	5	5	5	5	5	5	5	5	5	5	.781965705428837	1.29620206974131
7722296	77222	-1.167	3	.623446864410196	.72	5	4	4	4	4	4	4	3	3	4	4	4	3.90909090909091	-.291384616563412	.68961837220929
7726816	77268	-.098	1.1	-1.58270469915497	1.18	5	3	5	5	5	5	5	3	3	5	4	3	4.36363636363636	.791776310487428	1.59830453645993
7726848	77268	.088	3.3	.193578240947014	.07	5	5	4	5	5	5	5	5	5	5	4	4	4.81818181818182	.59564407453237	-.045463967974916
7726891	77268	.164	3.3	.166428220125842	.27	5	5	5	5	5	5	5	4	5	5	3	3	4.72727272727273	.506528255686961	.152174653753981
7728548	77285	.276	3.8	.111032278366459	.74	5	3	4	3	4	5	5	3	4	4	3	3	3.90909090909091	-.387670495633203	.547017467617929
7730490	77304	-.37	3.8	.00012995492821205	.51	5	5	5	5	5	5	5	4	5	4	4	4	4.72727272727273	.470526408923299	.375114154974736
7732804	77328	.871	3.5	-.557544368568351	.27	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	-.0693741017576145	.153314158091331
7734275	77342	-.663	2.5	.363260092288934	.69	3	1	3	4	4	4	3	3	3	4	4	4	3.27272727272727	-.82174762431532	.726266815767019
7736999	77369	-.133	3.3	-.49407183225719	.07	4	3	3	3	3	3	3	3	3	4	3	4	3.18181818181818	-.921955672051768	.0467168159763672
7740065	77400	-.216	3	.359876506144644	.52	5	5	5	4	4	4	4	3	4	5	4	4	4.27272727272727	.0823738981645869	.451594059246128
7745606	77456	-.555	2.8	-1.86753308749049	-.37	4	1	4	4	4	4	4	4	4	4	4	4	3.72727272727273	-.0588064582801101	-.137153326233438
7746040	77460	.151	3	-.383335088068518	-.4	5	3	3	4	3	4	3	3	3	3	3	4	3.36363636363636	-.71906443238951	-.411688250806702
7751823	77518	-1.033	4	-.299645282474339	1.2	5	5	5	5	5	5	5	5	5	5	5	5	5	.7819361919448	1.11607860454553
7751830	77518	-.115	2	-.654461660492374	.07	3	3	3	2	2	2	2	3	3	4	3	3	2.72727272727273	-1.14019282154811	.254104220993896
7751873	77518	.989	4	.141045504938447	.95	5	5	4	4	4	5	3	3	3	4	3	2	3.90909090909091	-.449352876333357	.67382162591187
7757158	77571	1.799	4	1.49348589489269	.76	5	5	5	5	5	5	5	4	4	4	3	3	4.54545454545455	-.0593977422594839	.275939632837945
7757177	77571	1.176	4	.359876506144644	.27	5	4	4	4	4	4	5	3	5	4	4	5	4.18181818181818	-.218407512359559	-.0437765883982672
7759071	77590	-.272	3	-.420683810219142	-.16	5	5	3	3	4	5	3	3	4	4	3	3	3.81818181818182	-.244021197517722	-.137571775437642
7759080	77590	.276	2.1	.0996897340233823	.07	3	2	3	4	5	4	4	4	4	5	3	3	3.72727272727273	-.291751590748798	.127804019419457
7765992	77659	-.442	3	.772896892342785	-.16	5	5	5	5	5	5	3	4	4	4	3	4	4.36363636363636	.114211503031577	-.258363614384091
7767371	77673	.678	3.5	-.0937585519954197	.07	5	5	4	4	4	3	4	4	4	4	4	3	4.09090909090909	-.13778353636898	-.0846304558719345
7771093	77710	-.513	3.5	-.0596757796360947	-.63	5	3	3	3	3	3	3	3	3	4	4	4	3.36363636363636	-.829861600872031	-.704068117412981
7774906	77749	.313	4	.623446864410196	1.39	5	5	4	4	4	4	3	3	4	4	3	3	3.90909090909091	-.50426465275824	1.10801491741565
7776928	77769	.128	3	.451642906290601	.02	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.692139147681822	-.0829831480610365
7776938	77769	1.164	3.5	1.09982215056651	-.37	5	5	4	3	4	4	5	3	4	5	3	3	4.09090909090909	-.34742654123253	-.691885039021863
7776963	77769	1.438	2.3	1.49348589489269	.28	5	5	5	5	5	5	5	5	5	5	5	5	5	.683388896210252	.0710325581845477
7776966	77769	1.345	3.8	-.424067396363431	.97	5	5	5	5	5	5	4	5	4	5	5	5	4.81818181818182	.571422652320615	.760853772622084
7780728	77807	-.114	4	.103073320167672	1.43	4	4	4	4	4	4	5	4	4	5	3	5	4.09090909090909	-.223694638206469	1.23617008655628
7784247	77842	-.022	3.5	1.17223190884051	-.18	4	4	4	4	4	5	3	4	4	4	4	5	4	-.409510305952688	-.425942212039824
7784294	77842	.229	2.3	-.479628917372389	-.37	4	1	3	4	4	4	4	4	4	3	3	3	3.45454545454545	-.501641124574859	-.273751053839424
7785080	77850	.633	3.8	1.49348589489269	.52	5	4	4	4	4	4	4	3	4	4	3	4	3.90909090909091	-.623449991561406	.147880121749459
7785097	77850	-.429	3.5	.587241985273196	.74	5	5	5	5	5	5	5	5	5	5	5	5	5	.699008058664759	.587987506932838
7786509	77865	-2.414	1.9	.269537164614877	.12	5	5	5	4	5	5	5	5	5	5	5	5	4.90909090909091	.98699753272943	.378783232793695
7788037	77880	.516	3	-.678582896313154	.73	5	5	5	5	5	5	4	4	4	5	4	4	4.63636363636364	.588936694910375	.725317619677281
7788095	77880	-.291	1.3	-.520237476548923	-.37	4	1	4	4	4	3	2	4	3	4	3	3	3.27272727272727	-.49682329206448	-.085622569976949
7794922	77949	.687	2.3	-.0806487020185665	.29	5	5	4	3	5	1	5	5	4	5	5	3	4.27272727272727	.236361697827681	.309407880004161
7794938	77949	1.172	4	.548914999358522	.95	5	5	5	5	5	5	5	5	5	5	5	5	5	.56933871171533	.615468802476021
7798759	77987	.597	3.3	.00792333387742486	.95	5	5	3	3	4	5	4	4	3	4	3	3	3.90909090909091	-.300818643698382	.819146271233497
7801193	78011	-.499	3.5	.194839720313629	.07	5	5	4	4	4	4	4	4	4	4	3	3	4.09090909090909	-.144228971527929	-.0333844942477206
7806191	78061	.503	3.3	.124717648066879	.07	5	5	4	4	4	4	4	4	4	4	3	3	4.09090909090909	-.134676270124463	-.0671938883712474
7807709	78077	.033	4	.883633636531458	1.18	5	5	5	5	5	5	5	4	4	4	4	5	4.63636363636364	.190499296012667	.888890632028895
7807788	78077	-.26	3.5	.504175642299168	.06	5	5	4	4	5	4	5	5	5	4	5	5	4.63636363636364	.343029441934807	-.0947379396377018
7808117	78081	-.784	1.8	-.221564252028801	-.14	5	3	4	4	4	4	5	4	4	4	4	4	4.09090909090909	.208757699573645	.0726667639875043
7810125	78101	-1.204	2.3	.0130742256554903	.3	4	3	3	3	3	3	3	2	4	4	4	4	3.27272727272727	-.71416394362866	.442912068683523
7810130	78101	.808	3	-.097142138139709	-.85	5	5	4	4	5	5	5	5	5	5	3	4	4.63636363636364	.484922858870809	-.940071970264803
7810193	78101	.6	3	.0963061478790929	-.2	5	5	5	3	4	4	4	3	4	5	4	4	4.18181818181818	.00620106900928279	-.296868560931257
7813134	78131	-.619	2.8	-.0247323798657103	.07	5	2	3	4	4	4	4	3	3	4	3	3	3.54545454545455	-.536464721472742	.102296043207684
7813199	78131	-.288	3	-.736266524099787	.53	5	5	4	3	5	5	4	3	4	4	3	4	4.09090909090909	.0802906443012989	.588682369692265
7813787	78137	-.042	3	-.820892292917982	-.14	4	4	3	3	4	4	3	3	4	4	3	3	3.54545454545455	-.459885707629531	-.089323236078324
7813860	78138	-.142	4	.969728764505876	.95	5	5	5	5	5	5	5	4	5	5	5	5	4.90909090909091	.45528406223213	.661703972050312
7814846	78148	-.374	2.5	-.344029838389794	-.85	4	2	3	3	3	4	4	4	3	3	3	4	3.27272727272727	-.717238557264717	-.755488649287007
7814869	78148	.036	3.3	.200510992485167	.3	5	5	5	4	5	5	5	4	4	5	5	3	4.72727272727273	.505391069316888	.187447514944186
7817906	78179	.101	4	.812485357624074	.98	5	5	5	5	5	4	4	4	4	5	5	4	4.63636363636364	.19968162868702	.69199239791543
7817990	78179	-.254	3.8	1.02793277268598	.07	5	5	4	4	4	4	4	4	4	4	4	4	4.18181818181818	-.245114580878001	-.187485040196579
7820578	78205	.186	2.8	.426614992247104	-.42	5	5	5	5	5	5	4	4	5	4	4	4	4.63636363636364	.453936305781159	-.494950007071356
7820707	78207	-1.004	2.5	-.51016252433785	.55	5	1	3	4	3	3	3	3	3	4	3	3	3.18181818181818	-.759747271983489	.707621336213634
7820753	78207	-.374	1.9	-.982128017689238	-.35	5	1	4	4	4	4	4	4	4	4	4	4	3.81818181818182	.0287900397688588	-.0964079123149571
7823206	78232	.626	3	.637652614504089	.07	5	5	4	4	4	4	4	3	4	4	3	3	4	-.264055180273336	-.0889560182061102
7828364	78283	.475	3.3	-.058815152225035	.5	5	5	4	5	5	5	5	4	4	4	4	4	4.54545454545455	.350508083765503	.385214472623727
7831179	78311	-.563	3	.651858364597982	.05	5	4	4	4	4	4	3	3	4	3	3	4	3.72727272727273	-.498441529882339	-.0263232390867906
7831192	78311	-.224	2.8	.462819871384104	-.19	5	5	4	4	3	3	4	3	4	4	3	4	3.81818181818182	-.35608753264822	-.239939999356612
7832001	78320	.173	4	.363260092288934	.71	5	5	5	5	5	5	5	4	5	5	3	3	4.72727272727273	.360780954874313	.466886691469262
7832025	78320	.03	3.3	-.548489510252523	.3	5	5	5	4	4	4	4	4	4	4	3	3	4.18181818181818	.0812739322785177	.2712280501811
7837288	78372	-1.032	2.3	.883633636531458	.08	5	3	3	5	5	5	5	3	5	4	3	4	4.18181818181818	.0482567580296722	.113846014569476
7837433	78374	.852	4	.493353478349564	.51	5	5	4	4	4	4	4	3	4	4	4	4	4.09090909090909	-.319829342090615	.204316945875505
7837456	78374	-.234	2.5	.462819871384104	.73	5	4	5	5	5	5	5	3	4	5	4	4	4.54545454545455	.420215694169079	.724801965459057
7837620	78376	-.449	1.8	-.288302738131261	-.14	5	4	4	4	4	4	4	3	3	4	3	4	3.81818181818182	-.064626101109697	.0563668646140297
7848016	78480	-.129	1.8	-.479463338122814	-.85	5	2	4	4	4	4	4	4	4	4	3	3	3.81818181818182	-.0446477454401925	-.655023802819733
7850421	78504	-.298	3	-.684254168484693	.07	5	5	5	5	5	5	5	5	5	5	5	4	5	.981311625147068	.123602236426634
7850483	78504	-.384	3.5	-1.15621966183608	-1.34	5	4	4	4	4	4	5	3	4	4	5	5	4.18181818181818	.161250075073587	-1.30117149467229
7850532	78505	.486	3.5	-.629433746448877	.77	5	4	4	5	5	5	4	4	4	4	3	3	4.27272727272727	.137229171860774	.68858319154291
7850589	78505	-1.204	1.3	-1.31177127564574	.03	3	2	3	3	3	3	3	3	3	3	3	4	2.90909090909091	-.701243548910019	.467131866403896
7850700	78507	-.413	1.5	-.386601037859817	.07	5	3	4	5	4	4	4	4	4	4	4	4	4.09090909090909	.271456778454928	.318790297734064
7853304	78533	-.485	2.4	1.16656063666897	.05	5	5	3	3	3	3	2	4	3	3	2	3	3.27272727272727	-.941515871258155	-.00106112852155933
7854452	78544	-.668	3	-.16049703809788	-.37	4	4	4	4	4	4	4	4	4	4	4	3	4	-.0907470768916615	-.348480087764023
7856258	78562	.063	4	-.548489510252523	.3	5	5	5	4	5	5	5	4	5	5	5	5	4.81818181818182	.60290267659568	.166145467856175
7859840	78598	.313	3.5	.163044633981553	.48	5	5	5	5	5	5	4	3	5	4	4	3	4.54545454545455	.287705531972513	.32264213999175
7859878	78598	-.194	2.5	-.908236061468956	-.4	5	4	3	3	3	3	3	3	4	4	4	4	3.54545454545455	-.359417007009192	-.255447585840581
7862491	78624	1.152	3.8	-.290590424158511	.53	5	5	5	5	4	3	2	5	3	2	2	5	3.72727272727273	-.534476573682602	.319668923525954
7865138	78651	-.561	4	-.412724852020354	.74	5	5	4	5	4	4	4	5	5	4	5	4	4.54545454545455	.32954626756881	.635232613864843
