stu_id,sch_id,sstratid,sex,race,ethnic,bys42a,bys42b,bys44a,bys44b,bys44c,bys44d,bys44e,bys44f,bys44g,bys44h,bys44i,bys44j,bys44k,bys44l,bys44m,bys48a,bys48b,bys79a,byfamsiz,famcomp,bygrads,byses,byfaminc,parocc,bytxrstd,bytxmstd,bytxsstd,bytxhstd,bypared,bytests,par_inv,f1s36a1,f1s36a2,f1s36b1,f1s36b2,f1s36c1,f1s36c2,f1s36d1,f1s36d2,f1s36e1,f1s36e2,f1s36f1,f1s36f2,f1s39a,f1s39b,f1s39c,f1s39d,f1s45a,f1s45b,f1s62a,f1s62b,f1s62c,f1s62d,f1s62e,f1s62f,f1s62g,f1s62h,f1s62i,f1s62j,f1s62k,f1s62l,f1s62m,f1s64a,f1s64b,f1s64c,f1s64d,f1s64e,f1s64f,f1s64g,f1s64h,f1s64i,f1s64j,f1s64k,f1s77,f1s78a,f1s80aa,f1s82,f1s83,ffugrad,f1cncpt1,f1cncpt2,f1locus1,f1locus2,f1txrstd,f1txmstd,f1txsstd,f1txhstd
7277659,72776,72,1,3,0, ,5,2,3,3,2,1,2,3,2,2,3,2,3,2,4,4,2,5,5,2,-0.374,10,58.01,48.546,40.959,44.662,44.388,3,44.63875,-0.055431566,1,2,1,1,1,1,1,2,1,2,1,1,5,5,5,7,4,6,1,3,3,1,1,3,3,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,1,0,2,2,5.5,1.22,0.43,0.03,-0.19,48.57,53.03,43.46,45.16
7278538,72785,72,1,4,1,1,2,2,3,2,2,2,2,3,2,2,3,2,3,2, , ,1,5,1,4,-0.023,12,66.18,38.936,36.172,40.23,50.286,3,41.406, ,0,0,0,1,0,1,0,0,0,0,0,0, ,8,5, , ,0,1,3,3,2,2,3,3,2, , , , , , , , , , , , , , , , , , , , , ,6.5,0.06,0.06,0.03,0.03,41.84,33.03,49.6,48.71
7279280,72792,72,2,4,1,3,5,3,3,3,2,2,3,3,3,1,1,2,3,2,2,2,1,5,3,2,-0.149, ,56.33, , , , ,2, ,-1.215164769,2,1,1,1, , , , , , , , ,4,4,3,3,4,5,2,2,4,2,2,2,3,2,1,2,3,3,4,5,1,4,3,4,3,2,4,4,5,3,0,3,0,1,1,3.5,-0.33,-0.64,0.05,-0.18,60.99,45.74,46.78,50.61
7279996,72799,72,1,3,0, , ,1,3,2,3,1,3,4,1,2,2,1,2,2,6,5,1,2,5,2,-0.178,9,56.33,46.11,33.89,36.226,31.828,2,37.0135,-0.733403318, ,1, ,1,0, , ,1, ,1, ,0,6,7,5,8,5,0,2,2,3,1,2,3,2,2,3,3,2,3,3,5,5,5,5,5,5, ,2,3,5,5,1,1,0,6,3,6.5,0.06,0.12,-0.43,-0.37, , , , 
7280322,72803,72,2,4,1,5,1,2,3,3,2,2,1,2,2,3,2,3,2,3, ,2,0,3, ,1.8,-0.577, ,20.26, , , , ,3, ,-2.319266757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7280329,72803,72,2,4,1,5,6,1,3,3,1,1,3,4,1,3,4,2,3,3,6,6,3,4,1,3.3,-0.078,10,70.6,42.185,60.104,46.949,57.713,2,51.73775,0.679008385,2,3,2,1,1,1,1,2,1,2,1,1,7,6,6,6,3,2,2,3,3,2,2,3,3,2,3,3,2,3,3,5,4,4,4,4,4,3,2,3,4,4,0,2,0,3,2,6.25,-0.33,-0.1,0.03,0.07,51.81,59.37,59.64,48.48
7280346,72803,72,2,4,1,3,2,2,3,3,2,1,3,1,2,2,3,3,4,3,6,6,3,3,1,3.8,-0.514,9,15.57,63.303,68.94,64.535,60.989,3,64.44175,-0.911454068,1,3,1,1,0,1,1,1,1,1,0,2,7,8,6,8,2,3,2,3,4,2,1,3,2,3,2,2,2,3,4,5,5,4,4,5,4,4,3,4, ,4,0,2,0,5,3,7.25,-0.28,-0.43,0.05,0.28,64.54,64.86,67.18,63.93
7280829,72808,72,2,4,1,4,4,2,2,3,2,3,2,2,2,3,3,3,3,2,5,5,3,7,1,3.3,0.535,12,66.09,56.94,67.761,49.094,55.638,4,57.35825,-0.097142138,1,7,1,3,1,3,1,2,1,3,1,2,5,6,6,6,2,2,2,3,3,3,2,3,3,2,3,3,2,3,3,5,5,4,4,4,4,4,4,4,4,4,0,2,0,2,2,5.75,-0.72,-0.32,0.03,0.07,59.3,59.21,45.57,64.16
7281061,72810,72,2,4,1,3,5,2,4,3,2,1,3,3,2,4,4,2,4,3,6,6,0,4,1,3,-0.02,12,70.6,52.608,45.45,50.953,53.126,2,50.53425,-0.254219966,1,2,1,2,1,1,0,0,1,1,1,1,3,5,3,5,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,5,4,4,3,4,4,5,4,3,5,3,0,3,0,5,3,4,-1.08,-0.7,0.03,0.07,53.35,48.87,45.25,55.63
7282879,72828,72,1,4,1,2,3,1,3,3,1,1,3,3,1,4,4,2,4,3,2,2,4,5,1,2.3,-0.906, ,20.26,48.412,48.911,51.096,51.16,2,49.89475,-2.255911857,1,0,0,0,0,1,0,0,0,1,1,1,7,4,4,7,1,2,1,3,3,2,2,1,3,1,4,4,1,4,4,5,1,5,5,5,5,5,3,5,5,2,4,3,2,6,3,5.5,0.42,0.87,-0.89,0.07,50.4,47.87,46.95,44.29
7283301,72833,72,1,1,1,2,6,2,1,4,2,2,2,3,2,1,1,1,4,2,6,6,1,4,1,3.8,-0.165,9,27.41,52.744,60.84,60.103,57.385,3,57.768,0.809101771,1,2,1,1,1,1,0,1,0,0,1,1,6,6,6,6,0,6,2,3,3,3,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,3,4,5,4,0,1,0,5,2,6,-0.72,-0.68,-0.88,-0.39,61.12,65.47,61.42,56.58
7283389,72833,72,1,1,1,2,2,2,1,3,3,4,1,2,3,1,1,3,1,2,6,6,6,4,1,3.8,-0.504,7,20.26,61.001,62.975,63.534,55.747,3,60.81425,0.612269899,5,7,4,5,2,4,2,3,0,0,3,4,7,6,8,8,3,4,2,3,3,2,3,2,3,4,1,1,2,1,2,5,5,4,3,5,3,3,4,4,5,4,0,1,0,1,1,7.25,-1.46,-1.82,-0.43,-0.37,61.26,62.99, , 
7283417,72834,72,2,4,1,6,6,3,2,3,2,2,1,2,3,2,2,3,3,3,5,5,1,4,5,2.5,0.725,10,70.6,55.044,41.99,46.807,52.251,4,49.023,-1.390117041,1,1,1,1,1,1,1,1, , ,0,0,5,5,5,6,2,4,3,3,3,3,1,2,3,3,3,2,2,2,2,4,2,3,2,2,3,3,2,4,3,3,4,3,3,1,2,5.25,-1.07,-0.88,-0.43,-0.37,52.13,40.39,40.59,45.2
7285084,72850,72,2,4,1,4,3,2,4,2,1,1,1,4, ,2,2,2,4,3,5,5,2,5,1,2.8,-0.192,11,27.41,44.216,44.272,46.664,48.647,3,45.94975,0.883633637,3,1,1,0,1,0,1,1,1,0,2,1,8,7,8,6,5,6,1,4,4,1,1,3,3,2,2,2,2,4,4,5,5,5,5,5,5,4,5,5,4,5,0,0,0,2,2,7.25,0.86,0.42,0.5,0.72,42.96,51.15,52.75,47.5
7285096,72850,72,1,4,1,1,3,2,4,4,2,2,3,3,1,4,4,2,3,3,5,5,1,4,1,3,-0.802,10,27.41,65.334,54.875,57.816,55.747,2,58.443,0.241125664,1,1,1,0,0,0,0,1,0,0,1,1,4,4,7,1,4,3,2,2,2,2,1,3,2,2,3,3,3,3,2,5,3,4,4,4,4,4,4,3,5,4,0,3,0,3,3,4,0.07,0.13,-0.9,-1.07,66.19,58.05,54.45,53.37
7286534,72865,72,2,1,1,2,3,2,3,4,2,1,4,4,2,3,2,1,4,3,5,5,5,5,1,3.8,0.822,12,70.6,65.334,70.044,66.823,62.519,4,66.18,0.48429862,3,7,2,3,1,3,3,6,2,4,3,4,8,6,8,6,0,2,4,3,4,2,1,3,3,4,2,2,2,3,4,5,5,5,3,5,4,5,4,5,5,4,0,2,0,5,3,7,-1.43,-1.08,0.5,0.51,65.77,65.62,56.65,56.78
7286573,72865,72,1,1,1,2,6,1,4,4,1,1,4,4,2,4,4,1,4,4,6,6,2,7,1,3,-0.378,6,70.6,46.381,50.089,53.669,56.075,3,51.5535,-0.13775681,1,3,1,1,1,1,1,1,1,1,1,1,5,7,7,5,2,4,1,4,4,1,1,4,4,2,2,2,2,3,4,5,4,4,4,4,4,4,3,4,4,4,0,0,0,6,3,6,0.86,0.23,1.41,1.18,47.55,53.64,52.12,62.84
7286591,72865,72,1,4,1,3,5,2,2,3,2,1,3,3,2,2,3,2,4,2,5,5,5,4,1,3.8,1.11,12,66.18,65.334,68.866,48.951,64.702,5,61.96325,0.650596885,2,6,1,2,1,3,1,4,1,2,1,3,4,6,7,4,2,5,2,3,3,2,2,3,3,2,3,3,2,3,2,5,5,4,3,3,3,3,3,3,4,3,0,2,1,6,3,5.25,-0.33,-0.1,0.03,-0.14,61.08,63.66,51.42,60.59
7288216,72882,72,2,4,1,3,4,2,4,4,1,1,3,4,1,2,2,2,4,4,6,6,5,6,1,3,-0.045,9,56.33,65.334,61.871,51.525,48.757,3,56.87175,1.042138523,1,4,1,1,1,2,1,2,1,1,1,1,4,7,6,6,2,4,2,1,4,2,2,3,3,3,2,2,2,2,3,5,4,3,3,5,4,3,3,3,4,3,4,2,0,2,1,5.75,-0.69,-0.85,0.5,-0.12,58.97,56.45,56.16,56.3
7290614,72906,72,1,4,1,4,6,2,4,4,1,1,3,3,1,3,3,2,4,3,5,6,3,4,5,3,1.099,13,70.6,39.883,55.98,55.672,56.402,4,51.98425,0.240605284,2,4,3,4,3,5,2,3, , ,1,1,7,4,4,7,2,5,2,3,3,2,2,3,3,2,3,3,2,3,3,5,5,4,4,4,3,4,4,4,3,4,0,2,0,3,2,5.5,-0.33,-0.1,0.03,0.07,54.91,50.28,57.72,56.41
7290617,72906,72,2,4,1,3,3,2,3,3,2,2,3,3,2,3,3,2,4,3,5,5, ,4,1, ,0.83,12,66.09,65.334,65.331,53.383,57.494,4,60.3855,0.883633637,1,2,1,1,1,2,1,1, , ,1,1,7,7,7,7,2,3,1,4,4,1,1,4,3,1,3,4,1,4,4,5,5,4,5,5,5,5,5,5,5,5,0,2,0,4,2,7,1.22,1.14,0.96,1.2,63.8,64.19,51.93,56.78
7290624,72906,72,1,4,1,2,1,2,3,3,2,2,3,2,2,3,2,3,3,3,5,5,1,4,1,3.3,0.588,13,66.18,48.818,65.405,58.387,53.89,4,56.625,0.359876506,1,3,1,1,1,2,1,2,0,1,1,1,5,6,6,6,2,1,1,3,3,2,2,3,3,2,3,3,2,3,3,5,5,3,4,3,4,4,4,3,4,3,0,3,0,6,3,5.75,0.06,0.13,0.03,0.07,62.86,59.6,59.82,57.73
7290692,72906,72,2,2,0,1,3,2,3,4,1,2,3,3,2,2,3,2,3,4,6,6,4,5,1,4,1.152,12,70.6,67.499,65.331,69.11,67.761,5,67.42525,1.493485895,1,3,1,1,1,2,0,1,1,1,1,1,7,8,8,8,0,2,2,2,4,2,2,3,3,2,2,3,2,3,4,5,5,4,4,4,4,3,4,4,4,4,1,1,0,2,2,7.75,-0.33,-0.28,0.5,0.3,63.8,61.61,61.73,64.09
7291484,72914,72,1,4,1,3,2,2,4,1,1,3, ,3,1,1,1,2,4,3,2,2,2,4,1,2.3,-1.073,7,15.57,53.285,43.241,58.101,53.126,2,51.93825,-1.148426283,1,2,1,1,1,1,1,1,1,1,1,1,4,5,4,3,4,6,3,3,4,3,2,2,3,3,1,1,2,3,3,3,3,2,3,3,3,3,3,3,3,2,0,0,0,6,2,4,-1.48,-1.46,0.05,0.08,48.28,36.51,57.1,52.39
7291724,72917,72,2,4,1,5,4,2,3,3,2,2,3,3,2,2,3,3,3,3,5,5,2,4,1,3.8,-0.261,10,27.41,56.94,42.063,44.375,53.89,3,49.317,-0.097142138,2,3,1,2,1,1,1,1,1,2,1,1,7,8,6,6,2,4,2,3,4,2,2,3,3,2,3,2,2,3,3,5,4,4,4,4,5,5,4,4,5,4,0,2,0,3,2,6.75,-0.33,-0.27,0.5,0.3,53.73,45.36,50.32,51
7295661,72956,72,2,4,1,3,3,2,3,3,2,2,3,3,2,2,3,2,3,3,6,6,3,4,1,2.5,0.317,12,66.18,42.455,53.918,48.951,53.781,4,49.77625,0.975400037,0,5,0,2,0,3,0,2,0,3,0,3,5,6,5,5,2,3,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,1,5.25,1.22,1.33,1.41,1.43,53.17,51.04,48.26,53.53
7295672,72956,72,1,4,1,5,6,2,3,4,1,2,3,3,1,2,3,2,1,3,5,5,1,5,2,2.3,0.213,10,66.09,48.412,44.345,39.944,51.379,4,46.02,0.359876506,2,2,1,1,1,1,1,1,1,1,1,1,4,6,6,4,3,4,2,3,3,2,2,3,2,2,2,3,3,3,3,5,4,4,4,3,4,4,2,4,5,4,0,3,0,3,3,5,-0.33,-0.28,-0.43,-0.41,47.62,39.18,54.23,48.08
7295762,72957,72,2,4,1,2,5,1,4,4,2,1,4,3,2,3,4,2,4,4,5,5,1,6,2,3.5,-0.161,10,20.26,54.909,60.692,60.245,52.143,3,56.99725,-0.122004473,2,1,1,0,1,1,1,2,1,1,1,1,7,7,7,7,2,4,2,3,4,2,2,3,3,2,3,3,2,3,4,5,2,3,2,3,4,4,4,4,4,5,2,2,0,2,2,7,-0.33,-0.1,0.5,0.51,60.46,64.6,60.26,56.39
7299162,72991,72,2,4,1,4,6,4,2,3,3,3,2,2,3,1,1,3,2,2, ,5,1,2,5,2.8,-1.01,2,15.57,44.216,54.949,30.937,42.641,3,43.18575,0.56237965,7,3,1,1,2,1,1,1,1,1,2,1,5,5,5,4,1,0,3,3,3,3,2,1,1,3,2,1,3,3,3,5,5,4,4,3,3,3,3,4,3,5,0,2,2,5,2,4.75,-1.48,-1.28,-1.79,-1.1,49.18,46.24,37.63,44.47
7299177,72991,72,2,4,1,4,6,3,2,3,2,2,2,1,3,2,2,3,2,3,5,5,1,5,1,1.6,0.461,11,66.18,50.713,52.519,64.679,52.907,3,55.2045,-0.672911624,2,3,1,1,1,1,0,1,1,1,0,1,5,5,5,6,4,5,2,2,3,3,2,2,3,2,2,2,3,2,3,5,4,4,2,3,3,4,2,3,3,3,3,2,0,2,2,5.25,-0.72,-0.86,-0.43,-0.63,59.38,55.04,56.76,58.85
7706946,77069,77,2,4,1,1,3,2,4,4,1,1,3,4,2,3,3,1,4,3,6,6,1,4,2,4,0.513,12,66.18,65.468,58.337,51.811,59.023,4,58.65975,0.942578744,2,1,0,0,1,0,1,1,1,1,0,1,5,8,7,7,1,4,2,4,4,1,1,3,4,1,4,3,2,4,4,5,5,5,5,5,5,4,5,4,5,4,0,2,0,5,2,6.75,0.83,0.93,0.96,0.95,58.45,59.51,57.81,56.46
7709876,77098,77,1,4,1,2,4,2,4,4,2,2,3,3,2,2,2,2,4,3,3,3,0,5,1,3,0.105,11,56.33,37.718,43.168,46.664,37.507,3,41.26425,-1.873425078,1,2,0,1,0,2,1,2, , ,1,2,8,5, ,4,3,4,1,3,3,2,2,3,3,2,3,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5, , , ,1,2,5.666666667,0.06,0.13,0.03,0.07,37.63,47.03,45.09,37.55
7710903,77109,77,2,2,0,2,4,2,3,3,2,1,3,3,2,1,2,2,3,3,5,5, ,4,1,2.8,-0.758,9,15.57,50.577,47.217,42.946,47.774,2,47.1285,-0.08808728,2,1,1,1,1,1,1,1, , ,1,1,2,5,7,5,3,5,2,3,3,2,2,3,3,2,2,3,2,3,3,5,5,5,4,3,5,3,3,4,3,4,1,2,2,2,2,4.75,-0.33,-0.28,0.03,0.07,49.93,53.53,45.72,45.07
7717802,77178,77,1,4,1,3,5,1,3,3,2,1,3,2,1,1,1,2,3,2,2,6,2,9,2,1,-0.122,10,56.33,42.049,46.996,60.245,36.962,3,46.563,-1.814479971,2, ,1, , , ,1, , , ,2, ,3,6,4,2,0,0,1,3,4,2,1,4,4,1,1,1,2,3,3,5,1,4,4,4,4,4,4,4,4,4,0,3,0,6,3,3.75,0.83,-0.14,1.41,0.76, ,39.77,54,52.17
7718675,77186,77,1,4,1,3,3,2,4,4,1,1,3,3,1,4,4,2,4,3,3,3,2,4,2,1.2,-0.329,10,66.18, , , , ,3, ,-0.14491028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7719733,77197,77,1,1,1, , ,1,4,3,1,1,3,3,1,3,4,1,4,3,5,5,6,6,1,3.8,-0.722,8,27.41,39.342,68.94,62.534,51.16,2,55.494,-0.657104148,3,3,1,2, , ,1,2,1,1,1,1,8,5,7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,57,65.91,59.99,57.67
7720457,77204,77,1,4,1,2,3,1,4,3,1,1,1,4,4,3,3,1,4,2,5,5,2,5,5,1.5,0.438,10,66.09,37.718,44.42,31.794,38.272,3,38.051,0.241125664,0,1,0,1,0,1,0,0, , ,0,1,5,7, ,6,1,4,2,3,3,2,2,2,3,2,3,3,2,3,3,4,3,3,4,4,4,4,4,4,4,4,0,0,0,5,3,6,-0.33,-0.1,-0.43,-0.16,42.63,47.23,53.35,43.88
7720464,77204,77,1,4,1,2,1,1,3,3,2,1,2,2,2,2,2,2,3,3,5,5,5,7,1,2.8,0.912,13,66.18,35.957,40.959,43.375,46.573,5,41.716,0.493353478,3,2,3,0,2,0,1,1, , ,2,1,8,5,5,7,2,2,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,2,6.25,1.22,1.33,1.41,1.43,41.95,45.45,62.1,56.55
7721921,77219,77,1,5,0,0,4,2,3,2,2,2,2,3,2,3,3,2,3,2, , ,2,5,1,2.5,0.229,11,70.6,40.154,37.572,42.231,46.354,3,41.57775, ,2,4,1,5,0,0,1,3, ,2,0,1,6,1, ,4, , ,1,3,4,2,1,2,4,2,4,4,1,3,2,4,2,4,5,3,5,5,3,4,3,3,0,2,1,6,3,3.666666667,0.47,0.71,0.5,0.35,39.54,47.7,39.15,31.31
7722296,77222,77,1,2,0,3,6,1,2,4,2,2,4,4,2,2,3,1,4,1,5,5,2,7,2,3,-1.167,7,7.32,41.779,47.217,46.664,46.026,2,45.4215,0.623446864,1,3,1,0,1,2,0,0,1,2,2,4,5,5,5,4,1,0,2,4,4,1,1,3,3,1,4,4,2,4,4,5,4,4,4,4,4,4,3,3,4,4,0,3,2,3,2,4.75,0.83,1.1,0.5,0.72,41.89,45.72,43.73,39.72
7726816,77268,77,1,4,1,5,6,1,4,2,3,2,2,2,3,3,2,2,2,2,3,3,1,3,5,1.1,-0.098,8,66.09,42.049,43.168,42.804,35.651,2,40.918,-1.582704699,1,0,1,0,1,0,1,0,1,0,1,0,3,3,3,3,3,6,1,4,4,2,1,4,4,1,3,4,2,4,4,5,3,5,5,5,5,5,3,3,5,4,0,3,3,6,3,3,0.83,0.92,1.41,1.18,44.88,45.7,55.06,52.71
7726848,77268,77,2,1,1,3,5,2,3,3,2,2,3,2,2,3,3,3,3,2,5,5,0,9,2,3.3,0.088,9,49.7,50.577,55.98,58.101,54.655,3,54.82825,0.193578241,2,2,1,1,1,1,1,1, , ,2,2,7,7,8,8,2,3,2,3,3,2,1,3,3,2,3,3,2,3,3,5,5,4,5,5,5,5,5,5,5,4,0,2,0,1,2,7.5,0.07,0.13,0.03,0.07,48.02,60.61,49.98,43.74
7726891,77268,77,2,4,1,3,5,2,4,4,2,2,3,4,2,1,1,2,3,3,5,5,1,5,1,3.3,0.164,12,66.18,59.105,55.17,53.383,57.385,3,56.26075,0.16642822,2,3, , ,1,1,1,1, , ,1,1,7,7,6,7,2,4,2,3,3,2,2,3,3,2,2,2,2,3,4,5,5,5,5,5,5,5,4,5,5,3,0,0,0,1,1,6.75,-0.33,-0.45,0.03,0.27,61.72,51.51,55.08,50.53
7728548,77285,77,2,3,0,4,5,1,4,4,1,1,3,4,1,4,4,2,4,2,5,5,1,4,1,3.8,0.276,9,66.18,63.303,43.241,46.807,57.385,3,52.684,0.111032278,2,7,1,4,2,4,1,2,1,1,1,1,7,8,8,7,2,4,1,3,4,2,2,3,4,1,3,4,2,4,4,5,3,4,3,4,5,5,3,4,4,3,0,0,0,1,1,7.5,0.42,0.69,0.96,0.74,61.19,51.76,53.74,56.7
7728593,77285,77,1,4,1,4,3,1,3,3,1,1,4,4,1,4,4,1,4,3,2,2,0,5,2,2,-0.953,11,20.26,44.622,45.671,40.23,36.524,1,41.76175,-1.998012771, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.22,1.33,1.41,1.43,41.09,30.69,37.34,43.21
7730490,77304,77,2,2,0,4,6,2,3,4,2,2,2,3,2,3,3,2,3,3,5,5,2,7,1,3.8,-0.37,9,49.7,54.638,60.619,66.966,53.781,3,59.001,0.000129955,6,5,1,1,1,2,1,1,1,2,2,2,7,6,8,8,2,3,2,3,4,2,2,3,3,2,3,3,2,3,4,5,5,5,5,5,5,5,4,5,4,4,0,2,0,2,2,7.25,-0.33,-0.1,0.5,0.51,62.97,55.67,60.8,52.7
7732804,77328,77,1,4,1,2,1,1,4,4,1,1,4,4,1,2,4,1,4,4,5,5,3,5,1,3.5,0.871,11,70.6,56.805,62.165,64.821,59.898,5,60.92225,-0.557544369,2,2,1,0,1,1,1,0,1,2,1,1,7,7,8,7,2,2,2,3,3,2,1,3,3,2,3,3,2,3,4,5,4,4,4,4,4,4,4,4,4,4,0,0,0,2,1,7.25,0.07,0.13,0.03,0.27,59.85,61.36,58.73,67.34
7734275,77342,77,2,2,0,4,4,2,3,4,1,2,4,4,1,2,2,2,3,4,5,5,2,4,1,2.5,-0.663,9,66.18,40.967,41.99,40.373,52.251,1,43.89525,0.363260092,0,1, , ,1, , , , , , , ,3,4,1,5,4,4,2,4,4,1,2,4,3,2,2,3,3,3,4,3,1,3,4,4,4,3,3,3,4,4,0,0,0,2,2,3.25,0.06,-0.06,0.96,0.69,42.54,39.26,41.31,42.13
7735102,77351,77,1,4,1,4,6,1,3,4,1,1,3,4,1,3,4,1,4,3,5, ,1,4,5,3.5,0.483,12,56.33,61.136,63.049,66.966,56.075,3,61.8065,0.914167243,6,3,1,2,2,1,3,2, , ,3,2,5,8,5,8,3,4, , , , , , , , , , , , , ,5,5,4,5,4,4,4,4,5,5,4,0,2,0,5,2,6.5, , , , , , , , 
7736913,77369,77,2,1,1,5,3,2,1,4,3,1,3,4,2,2,2,1,3,2, ,5,2,3,5,1.9,0.2,10,61.32,48.546,52.887,46.664,44.06,3,48.03925,-0.163880624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7736999,77369,77,1,2,0,3,3,3,4,4,2,1,4,4,2,1,1,2,3,4,6,6,3,6,2,3.3,-0.133,9,56.33,52.744,57.084,51.096,52.251,3,53.29375,-0.494071832,1,1,1,1,1,1,0,0,0,0,2,2,5,4,5,5,2,5,2,3,3,2,2,3,3,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,4,3,0,3,1,6,3,4.75,-0.33,-0.64,0.03,0.07,55.27,58.74,53.3,53.1
7740065,77400,77,2,4,1, , ,2,3,4,2,2,3,3,2,3,3,2,3,3,5,5,5,4,1,3,-0.216,9,66.18,58.836,40.959,49.094,48.757,3,49.4115,0.359876506,5,6,5,3,5,2,5,1, , ,5,2,7,6,5,5,2,4,2,4,4,2,2,3,3,2,2,2,2,3,3,5,5,5,4,4,4,4,3,4,5,4,0,2,0,1,2,5.75,-0.33,-0.45,0.5,0.52,43.88,48.18,49.52,47.27
7745606,77456,77,1,4,1,5,6,1,4,4,1,1,4,4,1,4,4,1,4,1,5,5,0,4,1,2.8,-0.555,11,27.41, , , , ,2, ,-1.867533087,3,1,1,0,1,0,1,0, , ,2,0,8,8,5,2,6,6,2,3,2,2,2,3,3,2,3,3,2,3,2,4,1,4,4,4,4,4,4,4,4,4,0,3,0,6,2,5.75,-0.33,-0.1,-0.45,-0.37,35.66,38.78,34.48,53.32
7746040,77460,77,2,2,0, , ,2,3,4,2,3,2,3,3,2,2,3,3,2, ,5,2,6,5,3,0.151,8,66.18,35.957,43.609,37.942,47.664,3,41.293,-0.383335088,2,1,1,0,1,0,1,0,1,0,1,0,6,7,8,7,5,6,2,2,3,1,1,3,3,3,3,3,3,3,3,5,3,3,4,3,4,3,3,3,3,3,0,2,0,2,2,7,0.11,0.15,0.03,-0.4,34.22,45.32,41.99,45.95
7746097,77460,77,1,4,1,1,0,1,4,3,1,1,3,3,1,3,4,1,4,4,6,5,0,3,6,4,-0.421,6,27.41,65.334,61.871,64.679,67.761,4,64.91125,0.897839387, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.22,1.14,0.03,0.53,58.49,62.72,64.57,64.08
7751823,77518,77,1,1,1,3,3,1,4,4,1,2,1,4,1,3,4,1,4,4,5,5,5,7,1,4,-1.033,9,27.41,63.303,63.343,51.096,49.413,1,56.78875,-0.299645282,3,7,2,4,2,3,1,3,3,1,3,3,8,8,8,8,4,2,1,4,4,1,1,3,4,1,3,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,1,8,1.22,1.14,0.96,1.2,64.15,60.19,60.07,56.59
7751830,77518,77,1,4,1, ,0,2,2,2,2,1,3,2,3,2,2,3,2,2,3,4,1,4,1,2,-0.115,12,66.18,33.791,40.738,37.657,42.641,2,38.70675,-0.65446166,2,1,1,0,2,1,2,1,3,2,4,2,3,5,5, ,3,4,2,3,3,2,2,3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,4,3,0,3,1,4,3,4.333333333,-0.33,-0.46,0.03,0.07,42.1,40.81,41.41,40.6
7751873,77518,77,2,4,1,3,3,1,3,3,1,2,3,3,2,3,3,2,3,3,5,6,2,7,1,4,0.989,12,66.09,52.744,68.866,57.959,52.579,4,58.037,0.141045505,2,6,0,4,1,2,1,2,0,1,1,1,8,8,8,8,2,2,2,4,4,1,2,3,4,2,3,3,2,3,4,5,5,4,4,4,5,3,3,3,4,3,0,0,0,2,1,8,0.06,0.12,0.96,0.95, , , , 
7751894,77518,77,2,4,1,3,4,1,4,4,1,1,3,4,1,3,2,1,4,3, , ,4,5,1,3.8,0.25,9,70.6,50.442,50.163,51.382,47.774,4,49.94025, ,3,5,1,2,1,2,1,3,1,3,2,4,6,5,8,7,3,4,2,2,2,2,2,3,3,2,2,2,2,2,2,5,3,4,5,5,5,5,5,4,5,5,0,3,2,3,2,6.5,-0.33,-0.64,-0.45,-0.59, , , , 
7754204,77542,77,2,1,1,2,2,2,3,3,2,2,3,3,2,2,2,2,4,2, , ,1,4,1,2.5,0.786,12,66.18,50.577,46.702,51.238,50.504,4,49.75525, ,1,2,1,1,1,1,1,1,1,1,1,1,4,7, ,4,1,3,2,3,4,2,2,3,3,2,2,3,2,3,4,5,5,4,4,4,4,4,5,4,3,4,0,3,0,3,2,5,-0.33,-0.28,0.5,0.51,50.19,46.92,44.06,40.57
7757158,77571,77,2,4,1,0,0,1,2,4,1,1,3,4,1,3,4,1,4,4,6,6,5,4,1,4,1.799,14,81.87,67.499,68.866,75.973,60.77,6,68.277,1.493485895,2,6,1,3,1,3,1,2,1,2,0,3,8,8,8,8,0,0,2,3,4,2,2,3,3,2,3,4,1,3,4,5,5,5,5,5,5,5,4,4,4,3,0,0,0,6,3,8,-0.33,0.07,0.5,0.76,64.52,62.59,66.36,59.84
